HARITHA,22/06/27 09:14:59,Check-Out
MUSK,22/06/27 15:15:14,Check-In
MODI,22/06/27 14:16:02,Check-In

MODI,22/06/27 16:59:34,Check-Out
MUSK,22/06/27 16:59:55,Check-Out
HARITHA,22/06/27 20:35:40,Check-In
HARITHA,22/06/27 20:44:03,Check-Out
HARITHA,22/06/28 15:51:46,Check-In
HARITHA,22/06/28 15:51:51,Check-Out
